,Company/Brand,Sector,Stage,Amount($),HeadQuarter,What it does,Year,Country
2550,Velocity,financial services,series a,20000000,Bengaluru,"Velocity provides revenue based financing, up to Rs 3 crores, for marketing and inventory spends of online businesses.",2021,India
2551,SalaryBox,financial services,seed,4000000,Gurugram,SalaryBox is solution that makes employee management effortless.,2021,India
2552,Boingg,furniture,seed,200000,Gurugram,D2C furniture brand,2021,India
2553,Better Capital,venture capital & private equity,seed,15000000,Santra,"Better is a top-tier India-focused pre-seed venture firm with a portfolio of 100+ companies including stellar successes like Rupeek, Open, Khatabook, Bijak",2021,India
2554,Tickertape,financial services,seed,5000000,Bengaluru,"Tickertape provides data, information & content for Indian stocks, ETFs & indices",2021,India
2555,Zenpay Solutions,financial services,seed,1600000,Delhi,"India’s fastest growing fintech company, which has revolutionized the ultimate banking experience especially by reaching out to thousands of blue-collared employees by promoting digital banking solutions across India.",2021,India
2556,Disprz,e-learning,series b,13000000,Mumbai,An AI-powered right skilling suite that helps enterprises unlock business potential.,2021,India
2557,Arbo Works,computer software,seed,1600000,Mountain view,Finance technology,2021,United States
2558,Inzpira,e-learning,seed,300000,Trivandrum,"Inzpira is India's only Live online 1:1 platform for Language Learning & Test Preparation that lets users instantly connect with expert trainers and learn anytime, from anywhere.",2021,India
2559,Defy,financial services,seed,5500000,Bengaluru,Building India's first social crypto exchange,2021,India
2560,Mindhouse,"health, wellness & fitness",seed,6000000,Gurugram,Mindhouse is a Yoga & Nutrition driven personalized healthcare platform.,2021,India
2561,Homversity,housing marketplace,seed,155000,Ahmedabad,Homversity is the digital ecosystem that aims to support the 93 BN USD student housing & Co-living industry in India.,2021,India
2562,Toppersnotes,education management,seed,1000000,Jaipur,"Toppersnotes is an edtech company, primarily operating in the test preparation industry.",2021,India
2563,NoBroker.com,real estate,series e,2100000,Bengaluru,NoBroker is a disruptive force in the Real Estate Industry.,2021,India
2564,Haber,industrial automation,series b,20000000,Pune,"Real-time, automated insights to increase plant efficiency",2021,India
2565,True Balance,financial services,seed,30000000,Gurugram,"Balancehero India Private Limited (BHI), the wholly owned subsidiary of Balancehero Co. Ltd., Korea which runs and operates mobile App “True Balance”.",2021,India
2566,Recordent,financial services,seed,400000,Hyderabad,Helping MSMEs collect customer dues faster & reduce risk by checking credit & payment history before offering credit,2021,India
2567,Koparo,consumer goods,seed,700000,Delhi,Koparo is a direct-to-consumer brand that is addressing the needs of modern Indian families and their homes.,2021,India
2568,Indifi,financial services,seed,40000000,Gurugram,Indifi believes in helping small businesses grow by offering loans to those that have potential and intent.,2021,India
2569,Settl,real estate,seed,500000,Bengaluru,Settl. is a technology-driven accommodation platform focused on providing a convenient and high-quality living experience for young millennials.,2021,India
2570,Park+,tech startup,series b,25000000,Delhi,Building an eco-system for car owners which will be a one-stop solution for all their needs.,2021,India
2571,Simple Energy,automotive,pre-series,21000000,Bengaluru,A Research and development driven company on a mission to build the future of mobility that is electric and connected.,2021,India
2572,Dream Sports,sports,seed,840000000,Mumbai,"Dream Sports is India’s leading sports technology company with brands such as Dream11, world’s largest fantasy sports platform",2021,India
2573,Spinny,automotive,series e,248000000,Gurugram,Spinny is a new age used car end-to-end platform in India.,2021,India
2574,Rentomojo,furniture rental,seed,10000000,Bengaluru,"Furniture, appliances, electronics, and fitness products on monthly rental subscriptions.",2021,India
2575,Slice,financial services,series b,220000000,Bengaluru,"Slice is India's best credit card challenger to pay bills, manage expenses, and unlock rewards",2021,India
2576,21K School,e-learning,pre-series a,5000000,Bengaluru,"21K School is India's First Online School that provides a complete online school experience and personalized learning – anytime, anywhere.",2021,India
2577,Adda247,e-learning,series b,20000000,Gurugram,"The multilingual edtech platform provides 360 degree learning solutions catering to all major educational needs of Tier II, tier III including online courses for  competitive exams",2021,India
2578,Loop Health,hospital & health care,seed,12000000,Pune,India's first health insurance with unlimited primary care for employees.,2021,India
2579,Rupifi,financial services,debt,1000000,Bengaluru,Embedded Lending for Small Businesses,2021,India
2580,RENEE Cosmetics,cosmetics,pre-series a,1500000,Ahmedabad,"RENÉE Cosmetics is an Indian makeup brand empowering bold & beautiful women with innovative, cruelty-free products.",2021,India
2581,Svish,consumer goods,seed,400000,Gurugram,D2C personal hygiene startup,2021,India
2582,Progcap,fintech,series c,30000000,Delhi,"Progcap (Desiderata Impact Ventures Private Limited) is a mission-driven, inclusive financing technology firm",2021,India
2583,Smartstaff,recruitment,seed,4300000,Bengaluru,Smartstaff (previously Qikwork) is a full stack blue-collar workforce management platform.,2021,India
2584,D’Moksha Homes,textiles,seed,570000,Mumbai,"Artisans handcraft exquisite and environment-friendly home linens using only the most sustainable fabrics like linen, hemp, and lyocell.",2021,India
2585,ANS Commerce,e-commerce,pre-series a,2200000,Gurugram,ANS Commerce is India’s #1 full-stack e-commerce enabler helping brands sell online.,2021,India
2586,Mobileware Technologies,information technology & services,seed,4700000,Mumbai,"A mobile applications development platform for technologies including Symbian, Blackberry, and early versions of iOS and Android.",2021,India
2587,GramCover,insurance,series a,7000000,Noida,GramCover is a tech-enabled insurance marketplace for rural India.,2021,India
2588,BYJU'S,edtech,seed,300000000,Bengaluru,BYJU’S is India's largest ed-tech company and the creator of India’s most loved school learning app.,2021,India
2589,Hyperface,information technology & services,seed,1300000,Bengaluru,Empowering Brands and Fintechs to offer banking products contextually to their customers.,2021,India
2590,Licious,food & beverages,series g,52000000,Bengaluru,"Licious is a consumer food company, focussed at delighting the world with an unmatched range of meat & meat products.",2021,India
2591,Chalo,mobility,series c,40000000,Mumbai,India’s #1 bus transport technology company.,2021,India
2592,Kaar Technologies,information technology & services,seed,4000000,Chennai,"Kaar Technologies is an SAP global consultancy firm that designs, delivers and deploys cutting-edge SAP solutions for businesses around the world.",2021,India
2593,Kissan Pro,farming,seed,1600000,Jharkhand,"Full stack solution on agri advisory, input purchase and market linkage",2021,India
2594,Sunstone Eduversity,edtech,series b,28000000,Gurugram,Sunstone Eduversity is a one-of-its-kind business school operating in an asset-light model since 2011.,2021,India
2595,Ozonetel,telecommunications,series a,5000000,Hyderabad,Ozonetel is leading Cloud Telephony solution provider.,2021,India
2596,CoinSwitch Kuber,crypto,series c,260000000,Bengaluru,"CoinSwitch Kuber is the largest crypto trading platform in India with a user base of 10M+, in just 15 months and growing every second.",2021,India
2597,Pazcare,insurance,seed,3500000,Bengaluru,Paz Care is India's leading Employee Benefits & Health insurance platform,2021,India
2598,kWh Bikes,automotive,seed,2000000,Bengaluru,Building India’s strongest and smartest electric 2 wheelers,2021,India
2599,IBSFINtech,information technology & services,pre-series a,1000000,Bengaluru,"Driving Digitization & Automation of Cash & Liquidity, Risk, Treasury & Trade Finance functions of the Corporate.",2021,India
2600,LeadSquared,computer software,seed,1600000,Bengaluru,"LeadSquared is a marketing automation and sales execution platform that helps businesses increase their closures, manage their pipelines",2021,India
2601,Phool.co,renewables & environment,seed,1600000,Kanpur,Flowercycling technologies to upcycle cellulose waste and specialises in manufacturing charcoal-free incense and other wellness products,2021,India
2602,Twin Health,"health, wellness & fitness",series c,140000000,Chennai,Twin Health invented the Whole Body Digital Twin™ to help reverse and prevent chronic metabolic diseases.,2021,India
2603,Trica,equity management,seed,3000000,Mumbai,Powering private markets - A technology platform for startups and investors.,2021,India
2604,mHealth,"health, wellness & fitness",seed,1600000,Delhi,mHealth  is AI based corporate wellness platform  to spread happiness & well-being,2021,India
2605,Rebel Foods,cloud kitchen,series f,175000000,Mumbai,"World’s largest internet restaurant company. Building Unique, Memorable, Delightful & Sure delivery-only restaurants.",2021,India
2606,ProfitWheel,marketing & advertising,seed,3000000,Mumbai,ProfitWheel's belief is that only a fraction of customers drive the most profitability for a brand - and we want to help increase their high value customer base.,2021,India
2607,Log 9 Materials,nanotechnology,seed,2000000,Bengaluru,Log9 Materials is on a mission to make global energy 100% clean.,2021,India
2608,Chingari,entertainment,seed,19000000,Bengaluru,"Chingari - Bharat Ka Super Entertainment App. A unique and fun short video app, can create interesting videos and share them with the world.",2021,India
2609,Ishitva,computer software,pre-series a,1000000,Ahmedabad,"Sort to create value’ using #AI, #Robotics and #AirSorter to achieve a #circulareconomy with environmental benefits.",2021,India
2610,Ola Electric,automotive,seed,200000000,Bengaluru,Sustainability for the future.,2021,India
2611,leap.club,community,pre-series a,810000,Gurugram,A community-led professional network for women,2021,India
2612,F5,retail,pre-series a,600000,Delhi,One-Stop Solution for Daily Workplace Needs,2021,India
2613,ForeignAdmits,higher education,seed,400000,Bengaluru,“foreignadmits” aims at addressing one of the biggest problems of personalized mentoring for students aiming to pursue higher education and eventually become an expert in their desired discipline of study.,2021,India
2614,SALT,financial services,pre-seed,500000,Bengaluru,Salt is a neo-banking experience created to cater to international businesses.,2021,India
2615,EarnWealth,financial services,pre-series a,500000,Pune,"EarnWealth is India's First Social Commerce FinTech which enables Financial Consultants, Mutual Fund Distributors, Insurance Agents, Real Estate Consultants, Housewives, Retired People and Students to earn quick money by selling Loans, Credit Cards",2021,India
